"","Number","N","P","corr","method","beta","S1","S21","S22","S23","S24","S25","S3","No_Predictors","VaddMethod","v1_bias","v2_bias","v3_bias","v4_bias","v5_bias","v1_variance","v2_variance","v3_variance","v4_variance","v5_variance","mse"
"1",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,5,"2",1.30802558538763,1.17114383651351,1.1227666218897,1.22616488790294,1.29190457373578,6.14918602445938,6.23034585938114,4.15999482978817,6.86472318651325,6.0741221806892,461.69534405747
"2",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,6,"2",1.30802558538763,1.17114383651351,1.1227666218897,1.22616488790294,1.29190457373578,6.14918602445938,6.23034585938114,4.15999482978817,6.86472318651325,6.0741221806892,461.69534405747
"3",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,7,"2",1.26985199299493,1.07082827568806,1.01173958166614,1.0900421116681,1.2016673372856,5.39906126480548,4.71694139834008,3.23673988744634,5.12021130801333,5.15924187638726,326.572128634749
"4",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,8,"2",1.14241976817377,0.992155892716294,1.0243990748629,1.04250049013719,1.06081409852123,3.9993569962644,3.15633825944576,2.7485691445278,3.90948963886721,4.27954854386823,257.394695655808
"5",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,9,"2",1.03606075471133,0.988182417438269,1.01442793019924,0.99292803585161,1.02842642323397,2.91157050856412,2.6575474627705,2.4183385410507,2.97575350057467,3.44368657368743,215.926027457465
"6",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,10,"2",1.03377939704038,0.948709115747453,1.0127029614634,0.986044801812609,1.04152494764571,2.60880513442819,2.55350362863977,2.11215814746221,3.02288050009491,3.09180738239874,188.852183581319
"7",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,11,"2",0.994216440596789,0.937535669265097,0.984850886969248,0.947959068158647,1.03854538187266,2.5114775442211,2.5476050900356,1.85732644703418,2.39307256195134,2.57883918268461,167.105249933668
"8",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,12,"2",0.946425529461122,0.923410183585009,0.978889439252449,0.895908613077759,1.04301865449447,2.25937948765221,2.26398609201478,1.64396131141108,1.97002718915126,2.32094599071162,151.968496135233
"9",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,13,"2",0.943692804100339,0.932107044870097,0.960396499658637,0.898797787316465,1.04595084492462,2.08143882617657,2.10978198060325,1.52982317891888,1.77204537681997,2.0135378501449,139.437655445065
"10",1,100,50,0.3,1,"close",5,4,4,4,4,4,20,14,"2",0.940350651205519,0.935110558494479,0.951962202599456,0.898674877887388,1.04695873062491,1.75051433685939,1.91063512959781,1.58825681062846,1.59431568939717,1.97053308675366,129.568288211549
